transaction_id,date,product_id,units_sold,customer_id,employee_id,sales_amount,list_price
139,2024-09-13 00:00:00-07:00,132,6,2167,1779,189.18,31.53
140,2024-07-06 00:00:00-07:00,1304,9,4770,1882,231.03,25.67
141,2025-04-18 00:00:00-07:00,2761,9,3320,852,105.03,11.67
142,2023-11-20 00:00:00-08:00,9805,2,966,1339,71.06,35.53
143,2024-09-05 00:00:00-07:00,7120,5,1585,1784,27.65,5.53
144,2025-01-24 00:00:00-08:00,8520,5,3329,191,38.5,7.7
145,2024-01-20 00:00:00-08:00,1344,9,565,1786,79.47,8.83
146,2024-09-26 00:00:00-07:00,2688,4,1767,1072,24.0,6.0
147,2023-09-15 00:00:00-07:00,4908,6,1332,1506,176.22,29.37
148,2025-01-27 00:00:00-08:00,1121,1,2020,851,3.89,3.89
149,2023-08-13 00:00:00-07:00,2403,2,4005,326,19.98,9.99
150,2025-05-08 00:00:00-07:00,7687,7,1416,1104,226.8,32.4
151,2025-04-04 00:00:00-07:00,6049,1,292,1257,0.77,0.77
152,2023-08-26 00:00:00-07:00,3651,6,3122,1014,97.08,16.18
153,2023-11-11 00:00:00-08:00,1176,1,1933,1388,7.02,7.02
154,2025-05-27 00:00:00-07:00,5252,4,2323,1200,43.8,10.95
155,2024-04-22 00:00:00-07:00,9256,9,761,673,190.71,21.19
156,2024-06-01 00:00:00-07:00,6073,1,1081,1649,24.76,24.76
157,2023-11-23 00:00:00-08:00,1626,7,2334,266,158.83,22.69
158,2024-04-02 00:00:00-07:00,6466,9,3208,914,230.31,25.59
159,2024-01-26 00:00:00-08:00,3148,1,644,384,27.87,27.87
160,2025-04-17 00:00:00-07:00,3315,3,1644,12,70.65,23.55
161,2024-08-29 00:00:00-07:00,9800,3,3231,1951,14.79,4.93
162,2024-06-06 00:00:00-07:00,6336,5,1428,1702,112.9,22.58
163,2023-10-31 00:00:00-07:00,5080,4,2464,1357,81.24,20.31
164,2023-08-29 00:00:00-07:00,1619,7,1845,348,154.35,22.05
165,2025-05-14 00:00:00-07:00,2086,1,1420,464,222.4,222.4
166,2025-01-08 00:00:00-08:00,6570,1,3456,170,3.95,3.95
167,2023-12-13 00:00:00-08:00,6510,9,2230,1191,258.39,28.71
168,2024-02-02 00:00:00-08:00,6383,9,4855,513,64.17,7.13
169,2023-08-27 00:00:00-07:00,2620,5,2336,909,77.5,15.5
170,2025-02-25 00:00:00-08:00,1285,3,3033,261,2.82,0.94
171,2023-12-11 00:00:00-08:00,5846,5,1518,899,109.2,21.84
172,2024-03-27 00:00:00-07:00,4994,7,2592,400,77.49,11.07
173,2023-08-29 00:00:00-07:00,3663,9,21,118,45.18,5.02
174,2024-10-10 00:00:00-07:00,2408,9,4020,1234,122.31,13.59
175,2024-07-07 00:00:00-07:00,7400,5,918,1461,53.85,10.77
176,2025-01-03 00:00:00-08:00,6602,7,160,1937,45.64,6.52
177,2023-12-25 00:00:00-08:00,3595,2,2365,88,51.16,25.58
178,2023-10-07 00:00:00-07:00,989,5,589,418,126.65,25.33
179,2025-04-15 00:00:00-07:00,9855,3,2426,1923,12.84,4.28
180,2025-05-03 00:00:00-07:00,5267,2,2568,1087,39.14,19.57
181,2025-01-16 00:00:00-08:00,433,6,1421,298,18.06,3.01
182,2024-04-04 00:00:00-07:00,5361,5,1942,1337,95.05,19.01
183,2023-09-02 00:00:00-07:00,6764,9,1938,352,202.05,22.45
184,2024-04-19 00:00:00-07:00,989,4,2135,1288,101.32,25.33
185,2024-02-29 00:00:00-08:00,6307,9,3370,981,201.33,22.37
186,2025-03-08 00:00:00-08:00,1599,8,1284,604,223.92,27.99
187,2023-08-31 00:00:00-07:00,1390,5,1479,1525,14.85,2.97
188,2024-04-17 00:00:00-07:00,303,9,4621,649,112.5,12.5
189,2025-01-03 00:00:00-08:00,5526,9,1091,1093,139.77,15.53
189,2025-01-03 00:00:00-08:00,5526,9,1091,1093,22.12,2.4577075699098074
190,2025-06-16 00:00:00-07:00,308,3,1945,1662,66.21,22.07
191,2023-12-22 00:00:00-08:00,5277,4,2154,709,67.48,16.87
192,2024-08-08 00:00:00-07:00,325,4,2796,1199,26.48,6.62
193,2024-04-05 00:00:00-07:00,3636,2,3660,83,33.76,16.88
194,2024-06-28 00:00:00-07:00,1456,8,2029,1296,48.48,6.06
195,2023-09-07 00:00:00-07:00,6509,2,3610,1410,38.78,19.39
196,2023-11-26 00:00:00-08:00,177,5,71,447,82.4,16.48
197,2024-12-26 00:00:00-08:00,3416,2,4001,1163,10.06,5.03
198,2024-09-20 00:00:00-07:00,9712,8,2772,1072,24.88,3.11
199,2024-04-06 00:00:00-07:00,8877,3,3444,512,26.58,8.86
200,2024-10-02 00:00:00-07:00,3440,4,2526,452,63.88,15.97
201,2024-07-19 00:00:00-07:00,788,9,2801,606,296.64,32.96
202,2024-03-03 00:00:00-08:00,5708,7,262,1892,135.94,19.42
203,2024-08-03 00:00:00-07:00,543,6,478,404,123.0,20.5
204,2023-08-25 00:00:00-07:00,6339,6,3052,1824,139.56,23.26
205,2024-03-17 00:00:00-07:00,2397,8,107,1589,116.4,14.55
206,2023-08-17 00:00:00-07:00,6163,5,86,616,24.8,4.96
207,2024-01-13 00:00:00-08:00,1752,4,1861,55,30.92,7.73
208,2023-11-05 00:00:00-07:00,4620,1,1390,150,9.76,9.76
209,2024-11-09 00:00:00-08:00,8986,4,4981,1251,39.36,9.84
210,2023-09-03 00:00:00-07:00,482,5,2066,1357,81.85,16.37
211,2025-01-13 00:00:00-08:00,4537,1,4814,1530,4.57,4.57
212,2024-12-07 00:00:00-08:00,3450,4,748,14,98.4,24.6
213,2025-04-25 00:00:00-07:00,8382,1,3412,1802,19.57,19.57
214,2024-12-09 00:00:00-08:00,659,8,2368,18,57.6,7.2
215,2023-12-15 00:00:00-08:00,5410,3,796,922,47.1,15.7
216,2024-05-13 00:00:00-07:00,6915,8,4743,334,227.92,28.49
217,2024-09-23 00:00:00-07:00,7805,7,2102,485,43.47,6.21
218,2025-02-19 00:00:00-08:00,9056,5,1598,1614,74.55,14.91
219,2024-11-27 00:00:00-08:00,6401,1,559,1296,31.45,31.45
220,2023-09-02 00:00:00-07:00,1739,2,1822,1173,58.58,29.29
221,2023-12-19 00:00:00-08:00,9218,6,151,1340,153.72,25.62
222,2024-04-29 00:00:00-07:00,3450,5,3701,934,123.0,24.6
223,2023-11-17 00:00:00-08:00,8630,8,3766,1586,25.92,3.24
224,2024-11-10 00:00:00-08:00,1682,6,1095,852,72.18,12.03
225,2024-08-07 00:00:00-07:00,1508,3,2950,1648,89.85,29.95
226,2023-08-02 00:00:00-07:00,4510,3,429,1633,11.97,3.99
227,2023-12-04 00:00:00-08:00,7830,3,341,828,11.37,3.79
228,2025-07-05 00:00:00-07:00,3783,8,2640,593,11.84,1.48
229,2023-10-24 00:00:00-07:00,6497,6,2426,231,30.84,5.14
230,2025-01-25 00:00:00-08:00,6501,4,2953,507,5.48,1.370030531129897
231,2023-12-15 00:00:00-08:00,855,3,4292,1633,40.23,13.41
232,2024-03-31 00:00:00-07:00,1723,1,3821,1671,11.31,11.31
233,2025-02-06 00:00:00-08:00,8779,6,4240,96,9.42,1.57
234,2023-10-13 00:00:00-07:00,6450,5,1949,835,20.85,4.17
235,2024-02-06 00:00:00-08:00,574,3,4547,959,9.72,3.24
236,2024-12-27 00:00:00-08:00,3874,8,4309,621,131.36,16.42
237,2025-03-11 00:00:00-07:00,6641,6,3987,1055,81.54,13.59
238,2024-08-20 00:00:00-07:00,7707,5,3238,335,57.8,11.56
239,2023-09-12 00:00:00-07:00,6665,2,2161,1503,3.52,1.76
240,2025-04-14 00:00:00-07:00,7445,2,2887,988,23.12,11.56
241,2023-12-31 00:00:00-08:00,5690,5,804,1694,78.65,15.73
242,2024-01-29 00:00:00-08:00,8576,9,2255,796,245.52,27.28
243,2024-10-26 00:00:00-07:00,7870,8,1370,1600,25.36,3.17
244,2025-04-24 00:00:00-07:00,2050,2,2111,1372,25.66,12.83
245,2024-07-12 00:00:00-07:00,5870,6,4343,1796,117.12,19.52
246,2024-11-23 00:00:00-08:00,5537,8,1783,1719,74.96,9.37
247,2024-01-15 00:00:00-08:00,5491,7,4249,502,175.84,25.12
248,2024-04-23 00:00:00-07:00,5121,2,4078,811,37.48,18.74
249,2024-05-14 00:00:00-07:00,5767,5,3544,644,101.35,20.27
250,2025-02-03 00:00:00-08:00,1411,9,308,458,281.25,31.25
251,2024-01-29 00:00:00-08:00,4257,8,3808,1100,191.84,23.98
252,2025-04-20 00:00:00-07:00,6303,3,2550,1092,89.19,29.73
253,2023-08-24 00:00:00-07:00,4219,2,427,1892,13.5,6.75
254,2025-03-01 00:00:00-08:00,794,9,1271,1559,57.15,6.35
255,2025-01-09 00:00:00-08:00,5100,1,2692,156,29.6,29.6
256,2025-04-21 00:00:00-07:00,6334,5,2008,905,118.85,23.77
257,2025-04-15 00:00:00-07:00,7131,9,3403,648,162.36,18.04
258,2023-09-15 00:00:00-07:00,9153,9,4798,498,247.86,27.54
259,2025-05-29 00:00:00-07:00,5611,8,1409,567,126.48,15.81
260,2025-05-02 00:00:00-07:00,500,4,128,1511,92.8,23.2
261,2024-02-29 00:00:00-08:00,8944,1,336,1831,7.31,7.31
262,2024-12-01 00:00:00-08:00,1933,8,805,605,184.24,23.03
263,2025-06-05 00:00:00-07:00,4955,7,3290,1814,173.32,24.76
264,2024-12-22 00:00:00-08:00,3793,4,2819,320,116.92,29.23
265,2023-11-06 00:00:00-08:00,9448,2,4874,881,7.28,3.64
266,2024-05-26 00:00:00-07:00,3253,9,3283,65,54.9,6.1
267,2023-09-08 00:00:00-07:00,7770,2,962,770,49.72,24.86
268,2024-12-07 00:00:00-08:00,5783,4,2654,1695,28.68,7.17
269,2024-08-23 00:00:00-07:00,8189,1,2394,233,27.22,27.22
270,2023-08-22 00:00:00-07:00,2038,9,3248,1372,125.19,13.91
271,2024-05-10 00:00:00-07:00,6742,2,3652,1589,16.8,8.4
272,2025-06-13 00:00:00-07:00,6995,7,2012,452,69.51,9.93
273,2024-07-27 00:00:00-07:00,7939,3,1016,904,10.86,3.62
274,2024-07-18 00:00:00-07:00,3781,5,468,970,131.75,26.35
275,2024-08-10 00:00:00-07:00,6238,8,3331,1941,111.28,13.91
276,2023-11-09 00:00:00-08:00,7200,5,2474,411,13.05,2.61
277,2025-05-20 00:00:00-07:00,307,3,1989,1771,10.71,3.57
278,2025-06-04 00:00:00-07:00,1043,6,873,252,108.24,18.04
279,2024-01-26 00:00:00-08:00,9792,7,3709,858,160.3,22.9
280,2024-04-02 00:00:00-07:00,7387,1,606,177,15.76,15.76
281,2025-02-22 00:00:00-08:00,9880,9,117,933,96.57,10.73
282,2025-06-13 00:00:00-07:00,2618,3,733,1299,21.48,7.16
283,2024-01-27 00:00:00-08:00,2187,9,2563,1203,115.2,12.8
284,2024-06-30 00:00:00-07:00,9312,6,2636,115,101.16,16.86
285,2024-08-02 00:00:00-07:00,125,5,4255,612,39.45,7.89
286,2024-07-03 00:00:00-07:00,4780,9,1479,1945,9.18,1.02
287,2024-07-27 00:00:00-07:00,9340,4,3176,978,104.6,26.15
288,2023-10-02 00:00:00-07:00,5792,2,2676,1709,8.24,4.12
289,2024-05-01 00:00:00-07:00,2026,4,3496,305,102.84,25.71
290,2025-06-25 00:00:00-07:00,9971,6,1486,339,72.6,12.1
291,2024-05-06 00:00:00-07:00,4404,7,2131,1450,13.21,1.8876446702049607
292,2024-08-30 00:00:00-07:00,85,6,2342,391,43.8,7.3
293,2025-05-16 00:00:00-07:00,5977,4,778,1004,103.72,25.93
294,2023-07-26 00:00:00-07:00,9268,9,4992,1204,177.21,19.69
295,2025-03-28 00:00:00-07:00,3182,6,543,33,17.1,2.85
296,2025-01-06 00:00:00-08:00,8269,3,4429,774,317.1,105.7
297,2024-03-30 00:00:00-07:00,5607,9,249,654,224.82,24.98
298,2024-07-21 00:00:00-07:00,9683,3,78,289,80.31,26.77
299,2023-09-20 00:00:00-07:00,4266,4,4280,375,105.68,26.42
300,2025-04-06 00:00:00-07:00,7597,7,501,828,17.22,2.46
301,2024-12-31 00:00:00-08:00,715,6,4869,371,79.98,13.33
302,2023-08-26 00:00:00-07:00,4659,6,1500,1766,142.26,23.71
303,2025-05-19 00:00:00-07:00,9981,9,2973,645,35.55,3.95
304,2024-11-03 00:00:00-07:00,9072,6,623,621,42.18,7.03
305,2025-05-22 00:00:00-07:00,9749,5,3541,1168,15.65,3.13
306,2023-12-12 00:00:00-08:00,359,3,3563,1664,43.92,14.64
307,2024-02-13 00:00:00-08:00,8304,1,4734,1344,20.54,20.54
308,2023-11-24 00:00:00-08:00,5722,6,3751,1855,43.32,7.22
309,2024-03-04 00:00:00-08:00,927,3,4252,698,13.62,4.54
310,2024-04-20 00:00:00-07:00,4436,4,3172,662,36.08,9.02
311,2024-08-08 00:00:00-07:00,7330,3,312,1513,3.03,1.01
312,2024-05-03 00:00:00-07:00,8551,2,4076,1889,16.64,8.32
313,2025-01-22 00:00:00-08:00,4953,2,4990,1416,18.04,9.02
314,2024-09-04 00:00:00-07:00,8923,5,971,764,5.55,1.11
315,2025-02-25 00:00:00-08:00,3202,3,1013,1058,60.81,20.27
316,2024-03-11 00:00:00-07:00,154,4,1696,1917,41.72,10.43
317,2024-12-10 00:00:00-08:00,6620,8,576,688,186.32,23.29
318,2025-02-21 00:00:00-08:00,6176,2,4470,419,30.22,15.11
319,2024-01-16 00:00:00-08:00,6957,7,3824,522,77.84,11.12
320,2024-05-20 00:00:00-07:00,4880,4,1328,738,49.36,12.34
321,2025-06-26 00:00:00-07:00,529,8,1279,1144,97.68,12.21
322,2024-04-17 00:00:00-07:00,955,4,4061,1095,38.56,9.64
323,2025-03-09 00:00:00-08:00,610,5,942,969,37.35,7.47
324,2025-02-25 00:00:00-08:00,5036,2,510,1671,63.4,31.7
325,2024-10-27 00:00:00-07:00,4474,9,4224,11,134.37,14.93
326,2025-06-10 00:00:00-07:00,1120,3,1276,113,94.47,31.49
327,2023-08-06 00:00:00-07:00,9670,2,1955,1665,40.88,20.44
328,2024-03-30 00:00:00-07:00,9973,9,181,1433,247.68,27.52
329,2024-11-08 00:00:00-08:00,2734,4,260,1405,77.0,19.25
330,2023-09-14 00:00:00-07:00,3507,7,1886,1549,108.43,15.49
331,2024-01-12 00:00:00-08:00,8540,1,253,398,21.53,21.53
332,2024-03-29 00:00:00-07:00,279,7,3205,1052,130.69,18.67
333,2024-10-09 00:00:00-07:00,6635,4,1472,1339,114.48,28.62
334,2025-03-30 00:00:00-07:00,1449,5,3641,969,38.25,7.65
335,2025-06-09 00:00:00-07:00,8583,3,2667,629,8.01,2.67
336,2025-03-22 00:00:00-07:00,1568,9,3980,545,221.94,24.66
337,2025-01-10 00:00:00-08:00,3649,1,4591,1175,8.13,8.13
338,2023-07-21 00:00:00-07:00,6793,7,4821,565,160.09,22.87
339,2023-11-09 00:00:00-08:00,901,9,3534,1317,132.48,14.72
340,2023-11-30 00:00:00-08:00,885,9,4969,889,182.52,20.28
341,2024-02-18 00:00:00-08:00,9168,7,93,473,108.36,15.48
342,2025-05-12 00:00:00-07:00,8156,9,1385,1205,297.9,33.1
343,2025-04-26 00:00:00-07:00,7246,8,4293,147,56.32,7.04
344,2023-12-04 00:00:00-08:00,8699,1,994,787,10.46,10.46
345,2024-03-21 00:00:00-07:00,5299,3,4281,832,5.82,1.94
346,2024-08-20 00:00:00-07:00,3282,8,4559,1232,139.36,17.42
347,2024-04-04 00:00:00-07:00,9558,9,1308,900,267.84,29.76
348,2024-02-10 00:00:00-08:00,6562,4,4011,1298,46.52,11.63
349,2024-02-20 00:00:00-08:00,8235,3,894,459,65.4,21.8
350,2025-03-30 00:00:00-07:00,2589,2,2204,1061,7.46,3.73
351,2024-08-06 00:00:00-07:00,1146,6,4796,1770,46.8,7.8
352,2024-08-26 00:00:00-07:00,3894,7,2176,1138,102.9,14.7
353,2023-09-24 00:00:00-07:00,1876,7,2117,339,45.36,6.48
354,2025-01-05 00:00:00-08:00,74,7,267,1619,174.58,24.94
355,2025-07-02 00:00:00-07:00,7060,6,2651,1088,80.94,13.49
356,2025-03-14 00:00:00-07:00,5995,6,510,1544,108.18,18.03
357,2024-06-04 00:00:00-07:00,6304,1,1167,1343,4.64,4.64
358,2023-08-26 00:00:00-07:00,9898,7,2824,233,185.08,26.44
359,2024-11-09 00:00:00-08:00,4887,3,1985,530,2.28,0.76
360,2024-09-02 00:00:00-07:00,2693,6,2692,173,26.4,4.4
361,2024-03-19 00:00:00-07:00,3410,4,2544,455,5.72,1.43
362,2024-09-28 00:00:00-07:00,6826,6,2852,165,10.34,1.7239531074344852
363,2023-12-10 00:00:00-08:00,6257,5,2823,1994,178.8,35.76
364,2023-07-23 00:00:00-07:00,7172,2,428,1697,12.12,6.06
365,2023-12-07 00:00:00-08:00,9441,1,2603,564,22.2,22.2
365,2023-12-07 00:00:00-08:00,9441,1,2603,564,4.65,4.649478100303166
366,2024-05-21 00:00:00-07:00,2497,9,1389,496,79.38,8.82
367,2023-10-18 00:00:00-07:00,4964,7,1273,1722,23.17,3.31
368,2024-06-05 00:00:00-07:00,7645,7,4561,1616,78.26,11.18
369,2024-05-16 00:00:00-07:00,4112,4,147,774,80.64,20.16
370,2023-10-29 00:00:00-07:00,3420,2,4745,1674,55.44,27.72
371,2024-03-02 00:00:00-08:00,6537,8,3889,859,102.0,12.75
372,2024-04-15 00:00:00-07:00,9232,1,143,1493,28.67,28.67
